TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,DATE
Theft of Bicycle,2020,9,29,11,28,48XX INVERNESS ST,Kensington-Cedar Cottage,494168.541,5454267.7254,2020-09-29T00:00:00Z
Theft of Bicycle,2018,9,22,14,41,48XX JOYCE ST,Renfrew-Collingwood,497927.3721,5454325.0151,2018-09-22T00:00:00Z
Theft of Bicycle,2015,4,23,12,0,48XX KILLARNEY ST,Renfrew-Collingwood,496945.7056,5454205.4043,2015-04-23T00:00:00Z
Theft of Bicycle,2008,8,3,23,58,48XX KNIGHT ST,Kensington-Cedar Cottage,494446.0144,5454176.4294,2008-08-03T00:00:00Z
Theft of Bicycle,2016,6,6,9,19,48XX LANARK ST,Kensington-Cedar Cottage,494543.6069,5454254.5894,2016-06-06T00:00:00Z
Theft of Bicycle,2016,12,20,12,0,48XX MACLURE MEWS,Arbutus Ridge,488962.6101,5454387.4701,2016-12-20T00:00:00Z
Theft of Bicycle,2009,7,1,9,44,48XX MAIN ST,Riley Park,492612.2413,5454320.915,2009-07-01T00:00:00Z
Theft of Bicycle,2009,7,14,16,30,48XX MAIN ST,Riley Park,492612.2413,5454320.915,2009-07-14T00:00:00Z
Theft of Bicycle,2009,9,30,0,10,48XX MAIN ST,Riley Park,492612.2413,5454320.915,2009-09-30T00:00:00Z
Theft of Bicycle,2019,4,18,18,0,48XX MAIN ST,Riley Park,492612.2795,5454322.7399,2019-04-18T00:00:00Z
Theft of Bicycle,2015,9,10,10,50,48XX MAIN ST,Riley Park,492621.4341,5454323.1298,2015-09-10T00:00:00Z
Theft of Bicycle,2014,9,21,16,0,48XX MANOR ST,Renfrew-Collingwood,497041.9246,5454206.5148,2014-09-21T00:00:00Z
Theft of Bicycle,2022,6,28,12,0,48XX NANAIMO ST,Renfrew-Collingwood,495731.3891,5454138.6726,2022-06-28T00:00:00Z
Theft of Bicycle,2010,8,2,15,0,48XX NW MARINE DR,West Point Grey,483828.3069,5458291.7564,2010-08-02T00:00:00Z
Theft of Bicycle,2012,7,31,15,30,48XX NW MARINE DR,West Point Grey,483828.3069,5458291.7564,2012-07-31T00:00:00Z
Theft of Bicycle,2014,10,21,8,0,48XX OAK ST,South Cambie,490702.766,5454403.1933,2014-10-21T00:00:00Z
Theft of Bicycle,2016,10,17,16,20,48XX ONTARIO ST,Riley Park,492327.031,5454240.0067,2016-10-17T00:00:00Z
Theft of Bicycle,2011,7,14,16,45,48XX ONTARIO ST,Riley Park,492327.3257,5454251.1448,2011-07-14T00:00:00Z
Theft of Bicycle,2012,7,10,18,0,48XX ONTARIO ST,Riley Park,492327.3257,5454251.1448,2012-07-10T00:00:00Z
Theft of Bicycle,2013,7,26,18,20,48XX ONTARIO ST,Riley Park,492327.3257,5454251.1448,2013-07-26T00:00:00Z
Theft of Bicycle,2014,11,10,14,0,48XX ONTARIO ST,Riley Park,492327.3257,5454251.1448,2014-11-10T00:00:00Z
Theft of Bicycle,2015,9,12,14,30,48XX ONTARIO ST,Riley Park,492327.3257,5454251.1448,2015-09-12T00:00:00Z
Theft of Bicycle,2016,5,6,16,0,48XX ONTARIO ST,Riley Park,492327.3257,5454251.1448,2016-05-06T00:00:00Z
Theft of Bicycle,2016,8,30,15,0,48XX ONTARIO ST,Riley Park,492327.3257,5454251.1448,2016-08-30T00:00:00Z
Theft of Bicycle,2019,11,6,18,31,48XX ONTARIO ST,Riley Park,492327.3257,5454251.1448,2019-11-06T00:00:00Z
Theft of Bicycle,2018,6,2,0,0,48XX ONTARIO ST,Riley Park,492336.2764,5454243.7193,2018-06-02T00:00:00Z
Theft of Bicycle,2016,5,3,18,0,48XX ONTARIO ST,Riley Park,492336.5658,5454254.6554,2016-05-03T00:00:00Z
Theft of Bicycle,2016,5,3,21,0,48XX ONTARIO ST,Riley Park,492336.5658,5454254.6554,2016-05-03T00:00:00Z
Theft of Bicycle,2022,6,6,10,32,48XX PATON ST,Arbutus Ridge,488363.2859,5454551.1259,2022-06-06T00:00:00Z
Theft of Bicycle,2019,9,5,14,0,48XX PRINCE EDWARD ST,Riley Park,492942.7217,5454206.3333,2019-09-05T00:00:00Z
Theft of Bicycle,2007,8,1,13,0,48XX QUEBEC ST,Riley Park,492519.1629,5454260.178,2007-08-01T00:00:00Z
Theft of Bicycle,2011,11,1,8,0,48XX SLOCAN ST,Renfrew-Collingwood,496124.0164,5454220.574,2011-11-01T00:00:00Z
Theft of Bicycle,2013,1,29,17,0,48XX SLOCAN ST,Renfrew-Collingwood,496124.0164,5454220.574,2013-01-29T00:00:00Z
Theft of Bicycle,2016,9,9,23,7,48XX SLOCAN ST,Renfrew-Collingwood,496124.0164,5454220.574,2016-09-09T00:00:00Z
Theft of Bicycle,2018,8,16,20,0,48XX SLOCAN ST,Renfrew-Collingwood,496134.2856,5454236.9669,2018-08-16T00:00:00Z
Theft of Bicycle,2021,9,25,14,3,48XX SLOCAN ST,Renfrew-Collingwood,496148.0128,5454258.8802,2021-09-25T00:00:00Z
Theft of Bicycle,2007,1,3,16,30,48XX SOPHIA ST,Riley Park,492806.3981,5454341.7453,2007-01-03T00:00:00Z
Theft of Bicycle,2015,1,19,19,0,48XX SOPHIA ST,Riley Park,492806.7056,5454352.5094,2015-01-19T00:00:00Z
Theft of Bicycle,2016,4,11,15,0,48XX SOPHIA ST,Riley Park,492814.4111,5454302.0159,2016-04-11T00:00:00Z
Theft of Bicycle,2021,4,29,22,0,48XX SOPHIA ST,Riley Park,492815.6409,5454345.0723,2021-04-29T00:00:00Z
Theft of Bicycle,2022,12,9,2,0,48XX VALLEY DR,Arbutus Ridge,489105.2505,5454396.6468,2022-12-09T00:00:00Z
Theft of Bicycle,2022,12,9,2,10,48XX VALLEY DR,Arbutus Ridge,489105.2505,5454396.6468,2022-12-09T00:00:00Z
Theft of Bicycle,2011,7,28,19,30,48XX VICTORIA DR,Kensington-Cedar Cottage,495249.5042,5454260.5883,2011-07-28T00:00:00Z
Theft of Bicycle,2019,4,1,0,0,48XX WALDEN ST,Riley Park,492717.7367,5454201.8099,2019-04-01T00:00:00Z
Theft of Bicycle,2014,10,27,0,0,48XX YEW ST,Arbutus Ridge,488673.5998,5454460.4605,2014-10-27T00:00:00Z
Theft of Bicycle,2016,1,29,17,0,49XX ANGUS DR,Shaughnessy,489404.1821,5454334.9709,2016-01-29T00:00:00Z
Theft of Bicycle,2012,5,28,2,21,49XX ANGUS DR,Shaughnessy,489404.6575,5454280.7456,2012-05-28T00:00:00Z
Theft of Bicycle,2022,3,13,14,0,49XX CAMBIE ST,Riley Park,491392.9716,5454246.1513,2022-03-13T00:00:00Z
Theft of Bicycle,2022,3,16,8,51,49XX CAMBIE ST,South Cambie,491398.1998,5454158.642,2022-03-16T00:00:00Z
Theft of Bicycle,2015,10,26,22,0,49XX CHESTER ST,Kensington-Cedar Cottage,493513.9031,5454062.489,2015-10-26T00:00:00Z
Theft of Bicycle,2010,9,29,0,0,49XX DUCHESS ST,Renfrew-Collingwood,496174.0202,5454073.3572,2010-09-29T00:00:00Z
Theft of Bicycle,2008,7,25,7,0,49XX EARLES ST,Renfrew-Collingwood,496614.1802,5454128.8523,2008-07-25T00:00:00Z
Theft of Bicycle,2012,5,1,22,0,49XX FRASER ST,Kensington-Cedar Cottage,493425.6332,5454122.3979,2012-05-01T00:00:00Z
Theft of Bicycle,2014,6,18,14,0,49XX FRASER ST,Kensington-Cedar Cottage,493425.7803,5454142.4478,2014-06-18T00:00:00Z
Theft of Bicycle,2015,7,8,15,46,49XX FRASER ST,Kensington-Cedar Cottage,493425.7803,5454142.4478,2015-07-08T00:00:00Z
Theft of Bicycle,2014,9,19,23,0,49XX GRANVILLE ST,Shaughnessy,489853.9131,5454260.199,2014-09-19T00:00:00Z
Theft of Bicycle,2020,4,19,10,5,49XX INVERNESS ST,Kensington-Cedar Cottage,494158.9161,5454077.9518,2020-04-19T00:00:00Z
Theft of Bicycle,2020,5,10,20,30,49XX JOYCE ST,Renfrew-Collingwood,497761.4659,5454076.8472,2020-05-10T00:00:00Z
Theft of Bicycle,2009,11,25,16,0,49XX JOYCE ST,Renfrew-Collingwood,497778.7805,5454087.2452,2009-11-25T00:00:00Z
Theft of Bicycle,2013,5,27,0,0,49XX KILLARNEY ST,Renfrew-Collingwood,496871.8343,5454071.4228,2013-05-27T00:00:00Z
Theft of Bicycle,2010,7,22,15,0,49XX MAIN ST,Riley Park,492606.4623,5454126.3461,2010-07-22T00:00:00Z
Theft of Bicycle,2013,9,13,13,0,49XX MAIN ST,Riley Park,492607.1152,5454140.948,2013-09-13T00:00:00Z
Theft of Bicycle,2008,6,3,16,30,49XX MAIN ST,Riley Park,492616.0542,5454136.159,2008-06-03T00:00:00Z
Theft of Bicycle,2020,5,7,18,0,49XX MAIN ST,Riley Park,492618.2087,5454184.345,2020-05-07T00:00:00Z
Theft of Bicycle,2013,10,20,8,42,49XX MANOR ST,Renfrew-Collingwood,497003.7386,5454145.8196,2013-10-20T00:00:00Z
Theft of Bicycle,2015,8,24,13,50,49XX MANOR ST,Renfrew-Collingwood,497034.7648,5454195.1345,2015-08-24T00:00:00Z
Theft of Bicycle,2016,10,12,22,0,49XX MCGEER ST,Renfrew-Collingwood,497613.0062,5454128.3159,2016-10-12T00:00:00Z
Theft of Bicycle,2016,10,19,13,30,49XX MCGEER ST,Renfrew-Collingwood,497613.0062,5454128.3159,2016-10-19T00:00:00Z
Theft of Bicycle,2019,1,30,0,0,49XX MCGEER ST,Renfrew-Collingwood,497645.0609,5454180.0448,2019-01-30T00:00:00Z
Theft of Bicycle,2016,9,9,23,30,49XX MOSS ST,Renfrew-Collingwood,496753.3398,5454201.4878,2016-09-09T00:00:00Z
Theft of Bicycle,2003,10,3,2,43,49XX ONTARIO ST,Riley Park,492333.0232,5454137.6935,2003-10-03T00:00:00Z
Theft of Bicycle,2005,8,13,16,30,49XX ONTARIO ST,Riley Park,492334.9907,5454197.1486,2005-08-13T00:00:00Z
Theft of Bicycle,2018,11,16,18,0,49XX PRINCE EDWARD ST,Riley Park,492941.0464,5454141.7099,2018-11-16T00:00:00Z
Theft of Bicycle,2019,4,28,15,0,49XX QUEBEC ST,Riley Park,492524.3212,5454122.2629,2019-04-28T00:00:00Z
Theft of Bicycle,2015,7,10,21,0,49XX RUPERT ST,Renfrew-Collingwood,497199.9873,5454123.5006,2015-07-10T00:00:00Z
Theft of Bicycle,2013,10,14,12,48,49XX SPENCER ST,Renfrew-Collingwood,497298.8783,5454107.8528,2013-10-14T00:00:00Z
Theft of Bicycle,2019,6,27,21,0,49XX ST CATHERINES ST,Kensington-Cedar Cottage,493673.5283,5454085.7086,2019-06-27T00:00:00Z
Theft of Bicycle,2022,9,3,12,0,49XX WILLOW ST,South Cambie,491003.5115,5454181.8955,2022-09-03T00:00:00Z
Theft of Bicycle,2021,4,26,17,0,49XX WILLOW ST,South Cambie,491004.5036,5454227.6067,2021-04-26T00:00:00Z
Theft of Bicycle,2004,1,7,8,30,49XX WINDSOR ST,Kensington-Cedar Cottage,493846.3773,5454096.4647,2004-01-07T00:00:00Z
Theft of Bicycle,2015,9,15,3,15,49XX WINDSOR ST,Kensington-Cedar Cottage,493847.5971,5454157.5927,2015-09-15T00:00:00Z
Theft of Bicycle,2009,5,31,21,41,4X DIEPPE PL,Renfrew-Collingwood,498108.4944,5456005.8608,2009-05-31T00:00:00Z
Theft of Bicycle,2012,3,26,3,20,4X DUNLEVY AVE,Strathcona,493068.4489,5459130.8235,2012-03-26T00:00:00Z
Theft of Bicycle,2009,1,26,22,0,4X E 11TH AVE,Mount Pleasant,492420.2427,5456488.3582,2009-01-26T00:00:00Z
Theft of Bicycle,2011,8,11,17,0,4X E 11TH AVE,Mount Pleasant,492420.2427,5456488.3582,2011-08-11T00:00:00Z
Theft of Bicycle,2017,3,6,19,14,4X E 11TH AVE,Mount Pleasant,492422.5914,5456497.4623,2017-03-06T00:00:00Z
Theft of Bicycle,2012,11,14,23,0,4X E 11TH AVE,Mount Pleasant,492422.9934,5456497.4554,2012-11-14T00:00:00Z
Theft of Bicycle,2013,9,8,4,30,4X E 11TH AVE,Mount Pleasant,492422.9934,5456497.4554,2013-09-08T00:00:00Z
Theft of Bicycle,2015,11,22,19,30,4X E 11TH AVE,Mount Pleasant,492422.9934,5456497.4554,2015-11-22T00:00:00Z
Theft of Bicycle,2016,7,18,23,0,4X E 11TH AVE,Mount Pleasant,492422.9934,5456497.4554,2016-07-18T00:00:00Z
Theft of Bicycle,2008,8,11,18,0,4X E 11TH AVE,Mount Pleasant,492425.4235,5456488.2673,2008-08-11T00:00:00Z
Theft of Bicycle,2014,4,19,15,0,4X E 11TH AVE,Mount Pleasant,492425.4235,5456488.2673,2014-04-19T00:00:00Z
Theft of Bicycle,2015,10,12,23,30,4X E 11TH AVE,Mount Pleasant,492425.4235,5456488.2673,2015-10-12T00:00:00Z
Theft of Bicycle,2012,11,13,20,0,4X E 15TH AVE,Mount Pleasant,492411.9045,5456097.368,2012-11-13T00:00:00Z
Theft of Bicycle,2015,1,11,17,30,4X E 15TH AVE,Mount Pleasant,492411.9045,5456097.368,2015-01-11T00:00:00Z
Theft of Bicycle,2009,6,6,6,0,4X E 16TH AVE,Mount Pleasant,492419.8295,5455993.706,2009-06-06T00:00:00Z
Theft of Bicycle,2017,11,1,8,0,4X E 45TH AVE,Sunset,492366.613,5452971.112,2017-11-01T00:00:00Z
Theft of Bicycle,2004,7,10,17,58,4X E CORDOVA ST,Central Business District,492481.0808,5458844.5583,2004-07-10T00:00:00Z
Theft of Bicycle,2012,8,28,21,13,4X E HASTINGS ST,Central Business District,492474.6649,5458741.8546,2012-08-28T00:00:00Z
Theft of Bicycle,2020,10,15,23,0,4X E HASTINGS ST,Central Business District,492474.9568,5458750.994,2020-10-15T00:00:00Z
Theft of Bicycle,2021,9,11,17,30,4X E HASTINGS ST,Central Business District,492474.9568,5458750.994,2021-09-11T00:00:00Z
Theft of Bicycle,2005,3,9,11,0,4X E HASTINGS ST,Central Business District,492486.0055,5458750.641,2005-03-09T00:00:00Z
Theft of Bicycle,2009,10,10,12,0,4X E PENDER ST,Central Business District,492472.6239,5458645.0348,2009-10-10T00:00:00Z
Theft of Bicycle,2012,6,20,17,45,4X E PENDER ST,Central Business District,492483.5608,5458635.4853,2012-06-20T00:00:00Z
Theft of Bicycle,2012,2,17,18,40,4X KINGSWAY AVE,Mount Pleasant,492698.4127,5456768.3015,2012-02-17T00:00:00Z
Theft of Bicycle,2012,5,12,10,0,4X KINGSWAY AVE,Mount Pleasant,492699.9971,5456765.3852,2012-05-12T00:00:00Z
Theft of Bicycle,2003,8,10,22,30,4X ORIOLE WALK,Riley Park,492395.7029,5454045.8239,2003-08-10T00:00:00Z
Theft of Bicycle,2017,10,22,9,0,4X POWELL ST,Central Business District,492488.9691,5458946.0694,2017-10-22T00:00:00Z
Theft of Bicycle,2017,7,18,12,50,4X POWELL ST,Central Business District,492491.8634,5458955.1271,2017-07-18T00:00:00Z
Theft of Bicycle,2007,8,14,19,0,4X POWELL ST,Central Business District,492492.0356,5458955.1217,2007-08-14T00:00:00Z
Theft of Bicycle,2015,10,5,14,55,4X POWELL ST,Central Business District,492492.0356,5458955.1217,2015-10-05T00:00:00Z
Theft of Bicycle,2003,3,1,13,45,4X POWELL ST,Central Business District,492499.5141,5458954.8871,2003-03-01T00:00:00Z
Theft of Bicycle,2004,6,4,1,0,4X W 11TH AVE,Mount Pleasant,492294.4522,5456491.1867,2004-06-04T00:00:00Z
Theft of Bicycle,2022,1,13,22,45,4X W 12TH AVE,Mount Pleasant,492290.5612,5456391.3006,2022-01-13T00:00:00Z
Theft of Bicycle,2010,9,30,16,0,4X W 12TH AVE,Mount Pleasant,492290.8767,5456400.4413,2010-09-30T00:00:00Z
Theft of Bicycle,2005,5,6,15,0,4X W 22ND AVE,Riley Park,492285.3567,5455367.5258,2005-05-06T00:00:00Z
Theft of Bicycle,2015,12,7,11,30,4X W 22ND AVE,Riley Park,492285.3567,5455367.5258,2015-12-07T00:00:00Z
Theft of Bicycle,2012,1,17,21,0,4X W 26TH AVE,Riley Park,492267.1625,5455009.9592,2012-01-17T00:00:00Z
Theft of Bicycle,2004,1,12,10,0,4X W 61ST AVE,Marpole,492194.3575,5451376.6265,2004-01-12T00:00:00Z
Theft of Bicycle,2015,6,28,10,35,4X W 6TH AVE,Mount Pleasant,492306.322,5456990.1315,2015-06-28T00:00:00Z
Theft of Bicycle,2017,11,1,10,0,4X W 8TH AVE,Mount Pleasant,492301.8943,5456789.9901,2017-11-01T00:00:00Z
Theft of Bicycle,2015,11,2,14,40,4X W BROADWAY AVE,Mount Pleasant,492302.1043,5456706.2992,2015-11-02T00:00:00Z
Theft of Bicycle,2012,5,17,10,0,4X W BROADWAY AVE,Mount Pleasant,492304.7044,5456706.2257,2012-05-17T00:00:00Z
Theft of Bicycle,2016,4,12,7,5,4X W CORDOVA ST,Central Business District,492328.008,5458889.832,2016-04-12T00:00:00Z
Theft of Bicycle,2004,8,14,8,53,4X W CORDOVA ST,Central Business District,492341.5026,5458885.7433,2004-08-14T00:00:00Z
Theft of Bicycle,2007,9,9,8,28,4X W HASTINGS ST,Central Business District,492318.9467,5458783.1357,2007-09-09T00:00:00Z
Theft of Bicycle,2012,2,15,13,30,4X W HASTINGS ST,Central Business District,492322.7749,5458782.0539,2012-02-15T00:00:00Z
Theft of Bicycle,2012,9,20,17,38,4X W HASTINGS ST,Central Business District,492322.7749,5458782.0539,2012-09-20T00:00:00Z
Theft of Bicycle,2012,10,8,15,10,4X W HASTINGS ST,Central Business District,492322.7749,5458782.0539,2012-10-08T00:00:00Z
Theft of Bicycle,2018,7,1,13,0,4X W HASTINGS ST,Central Business District,492324.7484,5458781.4964,2018-07-01T00:00:00Z
Theft of Bicycle,2022,5,27,20,30,4X WATER ST,Central Business District,492347.0168,5459002.4681,2022-05-27T00:00:00Z
Theft of Bicycle,2004,6,19,13,0,4XX ABBOTT ST,Central Business District,492183.9611,5458755.3023,2004-06-19T00:00:00Z
Theft of Bicycle,2004,11,19,1,0,4XX ABBOTT ST,Central Business District,492183.9611,5458755.3023,2004-11-19T00:00:00Z
Theft of Bicycle,2005,12,8,23,55,4XX ABBOTT ST,Central Business District,492183.9611,5458755.3023,2005-12-08T00:00:00Z
Theft of Bicycle,2007,8,18,22,0,4XX ABBOTT ST,Central Business District,492183.9611,5458755.3023,2007-08-18T00:00:00Z
Theft of Bicycle,2009,8,3,23,30,4XX ABBOTT ST,Central Business District,492183.9611,5458755.3023,2009-08-03T00:00:00Z
Theft of Bicycle,2010,9,24,3,0,4XX ABBOTT ST,Central Business District,492183.9611,5458755.3023,2010-09-24T00:00:00Z
Theft of Bicycle,2012,7,29,7,0,4XX ABBOTT ST,Central Business District,492183.9611,5458755.3023,2012-07-29T00:00:00Z
Theft of Bicycle,2012,7,29,8,0,4XX ABBOTT ST,Central Business District,492183.9611,5458755.3023,2012-07-29T00:00:00Z
Theft of Bicycle,2012,10,30,16,48,4XX ABBOTT ST,Central Business District,492183.9611,5458755.3023,2012-10-30T00:00:00Z
Theft of Bicycle,2015,6,28,21,30,4XX ABBOTT ST,Central Business District,492183.9611,5458755.3023,2015-06-28T00:00:00Z
Theft of Bicycle,2006,5,29,15,0,4XX ABBOTT ST,Central Business District,492201.6743,5458785.373,2006-05-29T00:00:00Z
Theft of Bicycle,2012,6,4,16,0,4XX ABBOTT ST,Central Business District,492205.8595,5458800.6602,2012-06-04T00:00:00Z
Theft of Bicycle,2009,4,24,13,30,4XX ABBOTT ST,Central Business District,492206.3827,5458802.571,2009-04-24T00:00:00Z
Theft of Bicycle,2003,4,11,19,0,4XX ABBOTT ST,Central Business District,492206.9059,5458804.4819,2003-04-11T00:00:00Z
Theft of Bicycle,2013,8,11,2,10,4XX ABBOTT ST,Central Business District,492206.9059,5458804.4819,2013-08-11T00:00:00Z
Theft of Bicycle,2013,11,4,13,47,4XX ABBOTT ST,Central Business District,492206.9059,5458804.4819,2013-11-04T00:00:00Z
Theft of Bicycle,2019,5,31,12,45,4XX ABBOTT ST,Central Business District,492206.9059,5458804.4819,2019-05-31T00:00:00Z
Theft of Bicycle,2018,3,15,6,12,4XX ABBOTT ST,Central Business District,492207.9535,5458808.3072,2018-03-15T00:00:00Z
Theft of Bicycle,2005,7,8,23,59,4XX ALEXANDER ST,Strathcona,493092.7496,5459028.6484,2005-07-08T00:00:00Z
Theft of Bicycle,2018,4,15,18,0,4XX ALEXANDER ST,Strathcona,493093.5497,5459037.7766,2018-04-15T00:00:00Z
Theft of Bicycle,2012,1,31,18,2,4XX ALEXANDER ST,Strathcona,493095.6159,5459037.7289,2012-01-31T00:00:00Z
Theft of Bicycle,2016,5,20,7,36,4XX ALEXANDER ST,Strathcona,493095.6159,5459037.7289,2016-05-20T00:00:00Z
Theft of Bicycle,2016,8,20,8,0,4XX ALEXANDER ST,Strathcona,493095.6159,5459037.7289,2016-08-20T00:00:00Z
Theft of Bicycle,2019,6,23,8,45,4XX ALEXANDER ST,Strathcona,493175.2956,5459035.8959,2019-06-23T00:00:00Z
Theft of Bicycle,2019,7,8,18,30,4XX ALEXANDER ST,Strathcona,493193.4152,5459035.4788,2019-07-08T00:00:00Z
Theft of Bicycle,2012,8,6,21,0,4XX AUBREY PL,Riley Park,493069.7779,5454612.8732,2012-08-06T00:00:00Z
Theft of Bicycle,2009,5,11,23,0,4XX BEACH CRES,Central Business District,490680.8178,5457773.458,2009-05-11T00:00:00Z
Theft of Bicycle,2006,6,11,17,10,4XX BEACH CRES,Central Business District,490683.8821,5457746.0883,2006-06-11T00:00:00Z
Theft of Bicycle,2006,6,19,21,0,4XX BEACH CRES,Central Business District,490683.8821,5457746.0883,2006-06-19T00:00:00Z
Theft of Bicycle,2006,7,2,2,35,4XX BEACH CRES,Central Business District,490683.8821,5457746.0883,2006-07-02T00:00:00Z
Theft of Bicycle,2009,11,28,18,45,4XX BEACH CRES,Central Business District,490683.8821,5457746.0883,2009-11-28T00:00:00Z
Theft of Bicycle,2010,6,21,5,30,4XX BEACH CRES,Central Business District,490683.8821,5457746.0883,2010-06-21T00:00:00Z
Theft of Bicycle,2010,8,28,21,8,4XX BEACH CRES,Central Business District,490683.8821,5457746.0883,2010-08-28T00:00:00Z
Theft of Bicycle,2012,7,13,16,0,4XX BEACH CRES,Central Business District,490683.8821,5457746.0883,2012-07-13T00:00:00Z
Theft of Bicycle,2012,8,23,20,22,4XX BEACH CRES,Central Business District,490683.8821,5457746.0883,2012-08-23T00:00:00Z
Theft of Bicycle,2012,8,30,20,0,4XX BEACH CRES,Central Business District,490683.8821,5457746.0883,2012-08-30T00:00:00Z
Theft of Bicycle,2015,3,15,11,20,4XX BEACH CRES,Central Business District,490683.8821,5457746.0883,2015-03-15T00:00:00Z
Theft of Bicycle,2020,1,11,12,0,4XX BEACH CRES,Central Business District,490683.8821,5457746.0883,2020-01-11T00:00:00Z
Theft of Bicycle,2021,7,25,19,0,4XX BEACH CRES,Central Business District,490683.8821,5457746.0883,2021-07-25T00:00:00Z
Theft of Bicycle,2015,8,18,22,30,4XX BEACH CRES,Central Business District,490751.5107,5457668.2496,2015-08-18T00:00:00Z
Theft of Bicycle,2017,8,6,13,30,4XX BEACH CRES,Central Business District,490765.6635,5457655.3079,2017-08-06T00:00:00Z
Theft of Bicycle,2013,6,4,19,15,4XX BROUGHTON ST,Central Business District,490823.9994,5459740.1313,2013-06-04T00:00:00Z
Theft of Bicycle,2013,8,6,19,30,4XX BROUGHTON ST,Central Business District,490823.9994,5459740.1313,2013-08-06T00:00:00Z
Theft of Bicycle,2015,9,9,15,30,4XX BROUGHTON ST,Central Business District,490823.9994,5459740.1313,2015-09-09T00:00:00Z
Theft of Bicycle,2017,7,4,13,30,4XX BROUGHTON ST,Central Business District,490825.5765,5459741.7636,2017-07-04T00:00:00Z
Theft of Bicycle,2019,4,9,8,35,4XX BROUGHTON ST,Central Business District,490825.5765,5459741.7636,2019-04-09T00:00:00Z
Theft of Bicycle,2022,11,24,18,59,4XX BROUGHTON ST,Central Business District,490825.5765,5459741.7636,2022-11-24T00:00:00Z
Theft of Bicycle,2008,8,5,8,15,4XX BURRARD ST,Central Business District,491487.905,5459386.6937,2008-08-05T00:00:00Z
Theft of Bicycle,2008,9,8,8,0,4XX BURRARD ST,Central Business District,491487.905,5459386.6937,2008-09-08T00:00:00Z
Theft of Bicycle,2022,4,20,7,30,4XX BURRARD ST,Central Business District,491489.2581,5459388.0641,2022-04-20T00:00:00Z
Theft of Bicycle,2006,6,29,16,0,4XX BURRARD ST,Central Business District,491494.4118,5459380.2692,2006-06-29T00:00:00Z
Theft of Bicycle,2011,7,11,15,0,4XX BURRARD ST,Central Business District,491494.4118,5459380.2692,2011-07-11T00:00:00Z
Theft of Bicycle,2012,6,1,15,12,4XX BURRARD ST,Central Business District,491494.4118,5459380.2692,2012-06-01T00:00:00Z
Theft of Bicycle,2012,6,8,16,18,4XX BURRARD ST,Central Business District,491494.4118,5459380.2692,2012-06-08T00:00:00Z
Theft of Bicycle,2012,6,12,9,0,4XX BURRARD ST,Central Business District,491494.4118,5459380.2692,2012-06-12T00:00:00Z
Theft of Bicycle,2014,9,22,17,0,4XX BURRARD ST,Central Business District,491494.4118,5459380.2692,2014-09-22T00:00:00Z
Theft of Bicycle,2014,12,15,6,30,4XX BURRARD ST,Central Business District,491494.4118,5459380.2692,2014-12-15T00:00:00Z
Theft of Bicycle,2016,5,20,7,0,4XX BURRARD ST,Central Business District,491494.4118,5459380.2692,2016-05-20T00:00:00Z
Theft of Bicycle,2017,7,5,8,0,4XX BURRARD ST,Central Business District,491495.7649,5459381.6396,2017-07-05T00:00:00Z
Theft of Bicycle,2018,7,19,7,0,4XX BURRARD ST,Central Business District,491495.7649,5459381.6396,2018-07-19T00:00:00Z
Theft of Bicycle,2018,7,30,11,4,4XX BURRARD ST,Central Business District,491495.7649,5459381.6396,2018-07-30T00:00:00Z
Theft of Bicycle,2019,4,23,19,30,4XX BURRARD ST,Central Business District,491495.7649,5459381.6396,2019-04-23T00:00:00Z
Theft of Bicycle,2015,3,8,0,0,4XX BUTE ST,Central Business District,491074.0869,5459562.2546,2015-03-08T00:00:00Z
Theft of Bicycle,2017,5,29,17,45,4XX CAMBIE ST,Central Business District,492019.228,5458826.8007,2017-05-29T00:00:00Z
Theft of Bicycle,2010,1,1,0,0,4XX CAMBIE ST,Central Business District,492019.3739,5458827.2838,2010-01-01T00:00:00Z
Theft of Bicycle,2003,10,2,9,15,4XX CAMBIE ST,Central Business District,492031.0138,5458865.8615,2003-10-02T00:00:00Z
Theft of Bicycle,2004,9,15,13,30,4XX CAMBIE ST,Central Business District,492031.0138,5458865.8615,2004-09-15T00:00:00Z
Theft of Bicycle,2007,10,22,21,0,4XX CAMBIE ST,Central Business District,492031.0138,5458865.8615,2007-10-22T00:00:00Z
Theft of Bicycle,2008,1,22,22,24,4XX CAMBIE ST,Central Business District,492031.0138,5458865.8615,2008-01-22T00:00:00Z
Theft of Bicycle,2008,6,29,13,30,4XX CAMBIE ST,Central Business District,492031.0138,5458865.8615,2008-06-29T00:00:00Z
Theft of Bicycle,2010,4,1,22,0,4XX CAMBIE ST,Central Business District,492031.0138,5458865.8615,2010-04-01T00:00:00Z
Theft of Bicycle,2013,8,6,13,33,4XX CAMBIE ST,Central Business District,492031.0138,5458865.8615,2013-08-06T00:00:00Z
Theft of Bicycle,2019,5,21,17,10,4XX CAMBIE ST,Central Business District,492032.1854,5458869.7441,2019-05-21T00:00:00Z
Theft of Bicycle,2012,12,17,0,0,4XX CAMPBELL AVE,Strathcona,493826.8249,5458660.8911,2012-12-17T00:00:00Z
